streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"10307-10315 102 STREET, Taylor, BC V0C2K0",Taylor,BC,V0C2K0,56.153950550773,-120.688121446171,"2 Beautiful lots located in Taylor BC, the corner lot has services on site and ready for your forever home. This building lot is very mature with lots of trees and back-alley access, with the driveway in and ready to go. A perfect place to start! Adding to this awesome package is the neighbouring lot with services at the lot line. Build your dream shop or fence it off for that huge yard. (id:38686)",93000.0,CAD,N/A,0,,0.31,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2778814,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2778814,,,,,,,,,,,,,,,,
"8108 97 AVENUE, Fort St. John, BC V1J1L9",Fort St. John,BC,V1J1L9,56.2432865,-120.8112782, * PREC - Personal Real Estate Corporation. Are you thinking of building? This residential lot is zoned R1A and is ready for residential development. (id:38686),59900.0,CAD,N/A,0,,0.15,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2777506,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2777506,,,,,,,,,,,,,,,,
"104, 8530 99 Avenue, Peace River, AB T8S 1Y2",Peace River,AB,T8S 1Y2,56.2339042,-117.3209606,"Located on the West Hill of Peace River, on the ground floor of the Westridge Condominium is this one bedroom, one bath, 631 sq.ft. condo. The unit is on the back side of the building and faces to the north with views of the Peace River Valley. The condo fees include heat, water, snow removal and grounds maintenance, so you can sit on your patio and enjoy the morning sun and not have to worry about those other chores. Text or call for your appointment to view.",87000.0,CAD,1,1,632,,,,,,,,,,,,,,,,,,"[""None""]","[""None""]",,"[""Off Street""]",,,,,,,,,,,,,,"[""Boiler"", ""Natural Gas""]",,,,,,,,,,,,,,,A2045229,,,,,,,,,,,,,N/A,Condo,,,,,,,,632 SQFT,,,,Rolling Hills,,,,Condo,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2045229,,,,,,,,,,,,,,,,
"ON Range Road 214, Rural Northern Lights, County of, AB T8S1T1","Rural Northern Lights, County of",AB,T8S1T1,56.354505,-117.256521,"Amazing opportunity to own just over 75 acres of land overlooking the beautiful Peace Valley!  This is the perfect place to build your dream home or to use as a weekend get away!  The yard is immaculately kept with several out buildings including several substantial sheds a woodworking shop, older barn, and cabin.  The buildings including the cabin have power run to them and have been very well kept.  Gas has also been plumbed  to the workshop and the old home.  The old home has been removed but the foundation has been left in place for the future buyer to reuse or remove. You will be sure to appreciate the very nicely landscaped yard complete with plums, apples, crab apples, cherries, grapes, and rhubarb as well as an established garden spot.   There is a large dug out perfect for watering and access will never be an issue with a brand new drive way which has just been put in.  Additionally about 30 acres is open and currently in hay.  Make an appointment to view this spectacular property today! (id:38686)",229000.0,CAD,N/A,0,,77.10,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,A2041786,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,"[""Septic System""]",,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2041786,,,,,,,,,,,,,,,,
"10516 118 AVENUE, Fort St. John, BC V1J0M8",Fort St. John,BC,V1J0M8,56.2625846,-120.8571861," * PREC - Personal Real Estate Corporation. A wonderful building opportunity, this lot is located on a dead end road. Enjoy building your dream home that has a forest in the backyard with lots of nature trails to enjoy. (id:38686)",134900.0,CAD,N/A,0,,0.14,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2761471,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2761471,,,,,,,,,,,,,,,,
"10620 118 AVENUE, Fort St. John, BC V1J0M8",Fort St. John,BC,V1J0M8,56.2619219,-120.858416," * PREC - Personal Real Estate Corporation. A wonderful building opportunity, this lot is located on a dead end road. Enjoy building your dream home that has a forest in the backyard with lots of nature trails to enjoy. (id:38686)",134900.0,CAD,N/A,0,,0.14,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2761452,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2761452,,,,,,,,,,,,,,,,
"10616 118 AVENUE, Fort St. John, BC V1J0M8",Fort St. John,BC,V1J0M8,56.2620103,-120.8582447," * PREC - Personal Real Estate Corporation. A wonderful building opportunity, this lot is located on a dead end road. Enjoy building your dream home that has a forest in the backyard with lots of nature trails to enjoy. (id:38686)",134900.0,CAD,N/A,0,,0.14,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2761446,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2761446,,,,,,,,,,,,,,,,
"8919 74 STREET, Fort St. John, BC V1J2Y5",Fort St. John,BC,V1J2Y5,56.2361847,-120.7986721," * PREC - Personal Real Estate Corporation. This 7,372.5 sq ft lot is zoned R4. You can build a duplex, semi-attached, or single-detached home on this lot. It is located in the Duncan Cran Elementary catchment. (id:38686)",99000.0,CAD,N/A,0,,0.17,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2761440,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2761440,,,,,,,,,,,,,,,,
"903 Main Street, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.9328803,-117.62402641,"Seller motivated!  Prime industrial lot for sale with highway frontage located in the Industrial section north of Manning, AB.   This 1-acre lot includes paid water and sewer services on the property with power available at the property edge.  It is ready for your business.  Make an offer!   Listing agent is related to the seller.",63000.0,CAD,N/A,0,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019177,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,NONE,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019177,,,,,,,,,,,,,,,,
"901 Main Street, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.940176,-117.623649,"Seller motivated!  Prime industrial lot for sale with highway frontage located in the Industrial section north of Manning, AB.   This 1-acre lot includes paid water and sewer services on the property with power available at the property edge.  It is ready for your business.  Make an offer!   Listing agent is related to the seller.",65500.0,CAD,N/A,0,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019178,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,NONE,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019178,,,,,,,,,,,,,,,,
"4511 47 Street, Grimshaw, AB T0H 1W0",Grimshaw,AB,T0H 1W0,56.184783,-117.59884,Vacant lot in a desired residential neighborhood on the southeast end of Grimshaw! This lot is 60 x 120 and zoned R-2. All services are at the property line. This is a perfect location to build your new home! Call today for more information!,35000.0,CAD,N/A,0,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019182,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2019182,,,,,,,,,,,,,,,,
"NW-19-81-9-W6 Highway 681, Rural Saddle Hills County, AB T0H 3V0",Rural Saddle Hills County,AB,T0H 3V0,56.04234026,-119.40643196,"Location, location, location! In Savanna, across the street from Agricultural Society and K-12 School. Down the street from the store and the new fire hall. 149 Acres with mature timber; lots of mature spruce. A large dugout and great hunting, recreational quarter, or tree farm. WMU 359. Campground or business venture with correct zoning. Possibility to sub-divide. Internet, Electricity and natural gas close to property line. Does have cell service. Directly off of pavement, Highway 681. Close to Dunvegan West Wildlands Provincial Park and the Silver Valley Ecological Reserve, Cotillion/Peace River and Moonshine Lake. NEED PERMISSION TO VIEW, DO NOT ENTER WITHOUT. No quads at this time.**Please note there is additional Commercial listing in Savanna (A2024010), both parcels can be negotiated together**",275000.0,CAD,,,,149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2024005,,,,,,,,,,,,,N/A,Agricultural,,,,,,,,,,,,NONE,,,,Agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2024005,,,,,,,,,,,,,,,,
"148 Beardsley Crescent, Fort McMurray, AB T9H 2S2",Fort McMurray,AB,T9H 2S2,56.691025,-111.35698,"Small town neighborhood feel is what you get with 148 Beardsley Crescent in Beacon Hill. This is a community where neighbors become friends :) This vacant lot is situated in close proximity to all of Fort McMurray's beautiful rivers, the walking trails around Beacon Hill and the great beauty Fort McMurray's nature has to offer. The amenities available in Beacon Hill are, a very nice dog park, 2 schools, one Public, one Catholic, with many playgrounds, a spray park and Frank Lacroix arena. An awesome mini mall with a convenience store, among other great businesses, not to mention the great variety of home based businesses in Beacon Hill! This lot allows you to build the home of your dreams!  The lot size is 5777 sqft allowing room for a good sized home, garage, great parking and yard space to develop into whatever you need. Garden? Firepit? All of the above? Sure! Within just a few minutes drive is a gas station/convenience store, two hotels, a grocery store and fast food & restaurants.  Close proximity as well to the hospital, airport, ski hill and golfing! Take a drive through Beacon Hill, have a look at the lot and envision the truly great quality of life style available to you with a home built on 148 Beardsley Crescent :) ",98900.0,CAD,N/A,0,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2020082,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,Beacon Hill,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2020082,,,,,,,,,,,,,,,,
"10509 89 Street, Peace River, AB T8S 1N9",Peace River,AB,T8S 1N9,56.226006,-117.300769,"Opportunity Awaits! While the existing structure on this lot needs to be torn down, there is still plenty of value in this lot. Upper West Peace location, within walking distance of the ski-hill, and a view of Misery Mountain, this lot has plenty of potential. Call for your viewing  today.",45000.0,CAD,1,1,636,0.14,,,,"[""None""]",,,,,,,,,,,,,"[""None""]","[""None""]",,"[""Off Street""]",,,,,,,,,,,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2020726,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,"[""Public Sewer""]",636 SQFT,,,,Upper West Peace,,,,Single Family,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2020726,,,,,,,,,,,,,,,,
"9913 80 Avenue, Peace River, AB T8S 1A9",Peace River,AB,T8S 1A9,56.253084,-117.290309,"Very attractive initial listing price for this mobile home on its own lot - one of the few available in the town that offers a good value for a home and lot.   This is a 1981 mobile home with 3 bedrooms and possibly a 4th if the addition is used for that.  Just under 1500 sq ft the home has an open floor plan, 3 bedrooms, 2 bathrooms, 5 appliances, a unheated entry about 8 X 6 that is great to use to get out of the elements, a covered hot tub and a side deck off the patio doors and a large fenced yard.  There will be some things that can be done over time but the home is pretty much ready for you to move into. This is a great option to renting and probably much more affordable.  The sign is up!!! Call today!",129900.0,CAD,3,2,"1,488",0.14,,,,"[""None""]",,,,,,,,,,,,,"[""Fire Pit"", ""Private Yard""]","[""Fire Pit"", ""Private Yard""]",,"[""Parking Pad""]",,,"[""Wood Burning Stove""]",,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2015686,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,488 SQFT",,,,North End,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]","[""Wood Burning Stove""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2015686,,,,,,,,,,,,,,,,
"92 Street, Peace River, AB T8S 1R7",Peace River,AB,T8S 1R7,56.20610367,-117.31960052,"Where else in Peace River can you find 76.69 acres sitting up on hill looking out towards the river? This lot offers all of that and more. Just a short drive down Shaftesbury Trail and sitting up overlooking Shaftesbury Estates, you get this wonderfully treed and private parcel of land. Adjacent the road leading to Westbrook Estates and the Westhill, you have good accessibility and easy access. The law is raw in its current state but buy this and sit on it and watch it turn into a desirable residential subdivision one day or just buy it and enjoy it all to yourself. Either way, it is a unique parcel of land that does not come on the market everyday!",399000.0,CAD,N/A,0,,76.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2015061,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,Shaftesbury Settlements,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2015061,,,,,,,,,,,,,,,,
"92 Street, Peace River, AB T8S 1R7",Peace River,AB,T8S 1R7,56.1981766,-117.32393487,"Quick development potential exists with this 19.67 acre parcel of land located in Shaftesbury Estates. Located directly South of all of the existing homes in the neighborhood, plenty of planning and prep work has gone into this land making it the logical next choice for future residential development. Take advantage of all of the work that the current owner has done to make this next to shovel ready. The existing plans provision for 79 single family home lots but one could work with the town to create a 55+ community or townhouse style development. There is lots of potential here for someone with a vision. Call today to find out more!",699000.0,CAD,N/A,0,,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2015060,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,Shaftesbury Estates,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2015060,,,,,,,,,,,,,,,,
